cds,ad,adcod,cdscod,media_voto,rn
[H4101D] MEDICINA E CHIRURGIA,[H4101D026] PSICHIATRIA E PSICOLOGIA CLINICA,H4101D026,H4101D,29.3931623931624,1
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D066] BIOLOGIA E GENETICA,H4601D066,H4601D,22.9090909090909,1
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,"[H4601D002] ANATOMIA, ISTOLOGIA ED EMBRIOLOGIA GENERALI E DELL'APPARATO STOMATOGNATICO",H4601D002,H4601D,24.6,2
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D001] SCIENZE PROPEDEUTICHE,H4601D001,H4601D,24.695652173913,3
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D011] MATERIALI DENTARI,H4601D011,H4601D,30.0,1
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D025] PEDODONZIA,H4601D025,H4601D,30.0,2
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D027] CLINICA ODONTOSTOMATOLOGICA,H4601D027,H4601D,30.0,3
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D004] FISIOLOGIA UMANA,I0101D004,I0101D,21.1846153846154,1
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D015] ELEMENTI DI ORGANIZZAZIONE PROFESSIONALE,I0101D015,I0101D,22.9533678756477,2
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),"[I0101D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",I0101D003,I0101D,22.9684210526316,3
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D903] TIROCINIO 2,I0101D903,I0101D,26.9481132075472,3
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D011] ASSISTENZA INFERMIERISTICA IN MEDICINA SPECIALISTICA,I0101D011,I0101D,27.421686746988,2
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D904] TIROCINIO 3,I0101D904,I0101D,28.2686567164179,1
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),"[I0102D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",I0102D003,I0102D,24.7,1
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D004] FISIOLOGIA UMANA,I0102D004,I0102D,24.9130434782609,2
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D007] SCIENZE UMANE,I0102D007,I0102D,25.2666666666667,3
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D012] RICERCA OSTETRICO-GINECOLOGICA E NEONATALE,I0102D012,I0102D,28.5,3
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D017] FISIOPATOLOGIA GENERALE E GINECOLOGIA,I0102D017,I0102D,28.5333333333333,2
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D113] TIROCINIO 3,I0102D113,I0102D,28.6206896551724,1
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D101] CINESIOLOGIA,I0201D101,I0201D,20.9830508474576,1
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D108] NEUROPSICHIATRIA NEUROFISIOLOGIA E SVILUPPO,I0201D108,I0201D,21.537037037037,2
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D115] MEDICINA RIABILITATIVA,I0201D115,I0201D,23.4705882352941,3
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D114] TIROCINIO II,I0201D114,I0201D,28.3703703703704,3
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D107] TIROCINIO I,I0201D107,I0201D,28.7758620689655,2
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D120] TIROCINIO III,I0201D120,I0201D,28.8076923076923,1
[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA),[I0202D101] CINESIOLOGIA,I0202D101,I0202D,20.9310344827586,1
[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA),[I0202D121] BASI DEL MOVIMENTO,I0202D121,I0202D,24.2413793103448,2
[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA),[I0202D118] SCIENZE PSICOMOTORIE E RIABILITATIVE 2,I0202D118,I0202D,24.5217391304348,3
[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA),[I0202D113] NEUROPSICHIATRIA INFANTILE E SCIENZE PEDIATRICHE,I0202D113,I0202D,28.2380952380952,3
[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA),[I0202D115] RESPONSABILITA? PROFESSIONALI FORMATIVE E GESTIONALI ED ORGANIZZAZIONE SANITARIA,I0202D115,I0202D,28.95,2
[I0202D] TERAPIA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TERAPISTA DELLA NEURO E PSICOMOTRICITÀ DELL'ETÀ EVOLUTIVA),[I0202D117] SCIENZE MEDICO CHIRURGICHE E CLINICHE SPECIALISTICHE,I0202D117,I0202D,29.9565217391304,1
[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE),[I0301D003] ORGANI E FUNZIONI,I0301D003,I0301D,20.8571428571429,1
[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE),[I0301D001] SCIENZE PROPEDEUTICHE,I0301D001,I0301D,21.5,2
[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE),[I0301D002] SCIENZE BIOMEDICHE,I0301D002,I0301D,22.0,3
[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE),[I0301D014] DISCIPLINE ODONTOSTOMATOLOGICHE,I0301D014,I0301D,28.88,3
[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE),[I0301D005] FISIOPATOLOGIA ODONTOSTOMATOLOGICA E PRINCIPI DI PREVENZIONE ORO-DENTALE,I0301D005,I0301D,29.375,2
[I0301D] IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI IGIENISTA DENTALE),[I0301D012] TIROCINIO 2,I0301D012,I0301D,29.5652173913043,1
[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO),[I0302D001] SCIENZE PROPEDEUTICHE,I0302D001,I0302D,21.0,1
[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO),[I0302D002] SCIENZE BIOMEDICHE,I0302D002,I0302D,22.4166666666667,2
[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO),[I0302D003] ORGANI E FUNZIONI,I0302D003,I0302D,22.4375,3
[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO),[I0302D013] TIROCINIO 2,I0302D013,I0302D,27.88,3
[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO),[I0302D006] TIROCINIO 1,I0302D006,I0302D,28.375,2
[I0302D] TECNICHE DI LABORATORIO BIOMEDICO (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI LABORATORIO BIOMEDICO),[I0302D020] TIROCINIO 3,I0302D020,I0302D,29.5,1
"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",[I0303D001] SCIENZE PROPEDEUTICHE,I0303D001,I0303D,23.9333333333333,1
"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",[I0303D002] SCIENZE BIOMEDICHE,I0303D002,I0303D,24.0869565217391,2
"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",[I0303D003] ORGANI E FUNZIONI,I0303D003,I0303D,24.625,3
"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",[I0303D004] TIROCINIO I,I0303D004,I0303D,29.375,3
"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",[I0303D009] TIROCINIO II,I0303D009,I0303D,29.55,2
"[I0303D] TECNICHE DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI RADIOLOGIA MEDICA, PER IMMAGINI E RADIOTERAPIA )",[I0303D016] TIROCINIO III,I0303D016,I0303D,29.8571428571429,1
[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,[K0101D002] METODOLOGIA DI ANALISI SOCIO-SANITARIA,K0101D002,K0101D,24.6071428571429,1
[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,[K0101D009] MANAGEMENT INFERMIERISTICO E OSTETRICO,K0101D009,K0101D,26.6,2
[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,[K0101D003] PROGETTAZIONE E COORDINAMENTO ASSISTENZIALE,K0101D003,K0101D,27.551724137931,3
[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,[K0101D008] METODOLOGIE DIDATTICHE NELLE SCIENZE INFERMIERISTICHE E OSTETRICHE,K0101D008,K0101D,29.0588235294118,3
[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,[K0101D011] DINAMICHE DEI PROCESSI LAVORATIVI,K0101D011,K0101D,29.5882352941176,2
[K0101D] SCIENZE INFERMIERISTICHE E OSTETRICHE,[K0101D012] TIROCINIO,K0101D012,K0101D,29.7,1
